interval,residual_demand_gw,clearing_price_eur_mwh
3893,26.13,32.48
3894,27.77,42.05
3895,21.66,35.43
3896,18.74,12.05
3897,23.87,38.87
3898,30.65,68.10
3899,32.64,74.06
3900,20.83,26.57
3901,31.23,91.77
3902,25.89,55.50
3903,17.41,23.95
3904,33.29,104.20
3905,15.38,21.19
3906,11.53,39.48
3907,32.40,78.42
3908,27.55,34.77
3909,14.18,32.44
3910,18.17,39.54
3911,24.81,64.53
3912,19.19,39.42
3913,24.82,53.01
3914,23.85,41.00
3915,17.96,39.42
3916,14.04,37.94
3917,23.22,46.40
3918,21.94,21.45
3919,26.56,62.93
3920,7.75,-9.68
3921,27.66,58.12
3922,18.18,23.35
3923,19.50,6.73
3924,11.89,15.38
3925,18.27,20.79
3926,18.87,51.07
3927,24.55,27.08
3928,22.99,39.83
3929,26.32,43.79
3930,29.59,65.77
3931,30.88,87.45
3932,16.80,39.80
3933,8.05,6.74
3934,14.58,29.18
3935,32.25,49.87
3936,28.12,51.11
3937,31.51,89.36
3938,11.68,14.96
3939,11.59,10.70
3940,12.27,25.93
3941,6.94,-25.85
3942,18.19,28.52
3943,26.14,46.57
3944,30.40,78.28
3945,18.17,27.80
3946,20.11,20.23
3947,29.52,57.48
3948,32.66,89.13
3949,13.49,20.11
3950,17.61,15.60
3951,32.92,102.15
3952,25.96,42.91
3953,31.30,61.71
3954,20.39,58.75
3955,16.88,28.20
3956,19.05,30.39
3957,10.08,18.78
3958,28.79,52.10
3959,24.66,63.41
3960,24.01,62.12
3961,16.28,35.13
3962,26.40,39.04
3963,10.48,20.55
3964,17.73,40.70
3965,30.40,58.97
3966,14.88,13.57
3967,28.90,57.55
3968,11.56,35.92
3969,29.16,66.71
3970,21.90,40.67
3971,14.13,46.28
3972,15.37,32.94
3973,33.64,70.47
3974,19.61,26.49
3975,10.33,31.63
3976,23.41,27.95
3977,19.78,42.80
3978,14.22,28.18
3979,20.05,32.75
3980,12.62,9.83
3981,16.17,37.80
3982,24.21,42.50
3983,18.53,28.58
3984,15.29,24.71
3985,30.36,66.87
3986,28.04,57.17
3987,17.01,44.61
3988,25.03,70.33
3989,29.79,77.98
3990,30.02,73.79
3991,27.92,59.68
3992,17.44,39.74
3993,27.91,67.10
3994,20.43,58.46
3995,5.90,-32.79
3996,20.74,37.14
3997,32.48,43.74
3998,16.15,57.45
3999,18.32,38.53
4000,29.28,86.97
4001,25.60,36.53
4002,26.04,60.55
4003,29.24,54.11
4004,16.10,32.14
4005,32.93,73.68
4006,7.16,-11.10
4007,24.48,55.07
4008,31.97,78.70
4009,30.44,34.75
4010,21.24,46.05
4011,16.80,38.81
4012,23.68,59.23
4013,34.71,94.99
4014,21.47,52.45
4015,24.00,63.48
4016,19.60,27.76
4017,18.92,33.22
4018,23.18,33.46
4019,25.22,61.74
4020,30.03,52.21
4021,26.26,81.55
4022,14.76,27.57
4023,12.00,15.60
4024,22.38,37.00
4025,22.96,64.79
4026,34.95,103.71
4027,26.39,80.57
4028,14.20,17.77
4029,34.04,89.43
4030,29.50,57.45
4031,23.68,34.36
4032,36.69,102.15
4033,22.26,48.11
4034,19.50,47.93
4035,18.67,27.42
4036,12.03,28.44
4037,38.87,150.23
4038,18.31,44.28
4039,29.91,66.10
4040,26.51,58.43
4041,9.47,8.57
4042,6.93,-0.18
4043,28.71,65.51
4044,9.92,4.21
4045,24.24,36.51
4046,25.79,54.52
4047,17.23,53.19
4048,12.71,29.94
4049,21.42,38.71
4050,16.41,32.17
4051,26.15,30.36
4052,25.98,46.75
4053,22.61,59.92
4054,23.30,64.26
4055,17.55,41.41
4056,13.06,28.34
4057,19.11,7.08
4058,12.49,18.55
4059,20.07,27.67
4060,15.59,15.32
4061,8.68,17.00
4062,22.26,38.94
4063,10.63,37.83
4064,13.03,19.35
4065,22.18,51.49
4066,29.06,39.67
4067,32.59,64.64
4068,25.10,69.17
4069,14.49,35.52
4070,33.84,63.67
4071,21.74,43.47
4072,10.10,10.08
4073,19.37,36.06
4074,31.42,62.62
4075,12.21,16.52
4076,22.43,58.39
4077,12.11,51.68
4078,20.30,54.56
4079,28.12,57.82
4080,14.65,25.36
4081,19.94,32.86
4082,23.08,53.90
4083,20.78,27.71
4084,24.82,70.76
4085,16.69,40.60
4086,12.64,-3.09
4087,25.65,58.18
4088,13.60,21.72
4089,39.42,137.98
4090,28.46,46.21
4091,14.50,44.28
4092,25.87,48.82
4093,11.48,22.72
4094,12.00,27.14
4095,6.74,-10.97
4096,16.59,18.22
4097,26.36,26.10
4098,24.67,60.91
4099,17.24,34.18
4100,20.92,48.68
4101,27.59,72.48
4102,14.52,29.03
4103,29.67,72.08
4104,12.96,5.89
4105,27.76,60.59
4106,21.88,35.28
4107,12.79,39.69
4108,15.62,26.46
4109,21.69,29.45
4110,11.54,28.35
4111,18.53,40.07
4112,22.54,52.60
4113,9.31,23.32
4114,19.32,29.26
4115,29.04,64.80
4116,27.51,55.53
4117,19.27,26.59
4118,22.84,35.83
4119,30.37,74.95
4120,20.06,49.21
4121,15.84,25.27
4122,33.98,50.04
4123,9.68,8.18
4124,22.18,39.58
4125,32.72,75.24
4126,18.58,41.07
4127,10.87,-4.38
4128,6.80,-14.81
4129,8.69,-24.85
4130,25.95,53.27
4131,31.02,76.34
4132,22.23,33.48
4133,16.58,35.70
4134,25.71,44.02
4135,27.62,50.58
4136,14.77,30.95
4137,24.02,9.00
4138,15.92,25.38
4139,22.58,50.52
4140,29.06,61.95
4141,28.83,67.21
4142,20.69,35.32
4143,17.08,34.07
4144,14.40,30.98
4145,11.50,14.78
4146,31.69,77.53
4147,28.90,75.62
4148,28.66,45.01
4149,13.38,30.40
4150,21.02,33.22
4151,22.25,59.75
4152,15.29,33.43
4153,15.46,28.66
4154,20.66,31.13
4155,22.67,42.81
4156,21.03,53.00
4157,34.52,100.62
4158,12.61,36.47
4159,9.22,22.68
4160,18.57,28.91
4161,7.89,6.10
4162,16.26,21.78
4163,36.49,105.01
4164,13.87,21.58
4165,23.75,58.89
4166,17.41,32.69
4167,15.16,34.68
4168,9.09,-1.15
4169,24.04,48.95
4170,33.67,117.82
4171,13.76,23.78
4172,9.97,16.02
4173,30.82,99.10
4174,21.03,18.48
4175,27.04,35.65
4176,20.18,30.77
4177,13.05,24.80
4178,11.08,14.69
4179,10.19,11.91
4180,21.34,39.09
4181,32.08,94.09
4182,34.84,93.08
4183,15.85,38.16
4184,19.65,88.90
4185,24.71,65.20
4186,24.21,43.26
4187,19.74,33.62
4188,13.09,33.11
4189,29.10,78.01
4190,13.65,16.01
4191,22.87,40.54
4192,28.56,67.55
4193,11.01,-3.31
4194,31.37,63.91
4195,10.23,9.81
4196,32.97,78.91
4197,21.77,54.42
4198,11.42,17.37
4199,24.82,47.92
4200,12.99,7.56
4201,13.71,12.31
4202,13.38,26.41
4203,10.82,56.88
4204,8.90,11.96
4205,8.14,12.35
4206,35.37,74.87
4207,14.77,40.33
4208,34.81,95.65
4209,17.32,36.54
4210,18.47,29.58
4211,19.12,47.37
4212,15.84,26.32
4213,12.22,34.05
4214,21.82,45.70
4215,24.58,71.45
4216,31.28,83.74
4217,21.66,44.12
4218,23.98,34.07
4219,6.68,-19.49
4220,18.61,44.53
4221,34.96,80.08
4222,24.27,55.30
4223,11.31,23.62
4224,23.84,61.85
4225,18.27,29.09
4226,12.62,27.35
4227,13.42,18.13
4228,28.46,64.50
4229,16.24,34.65
4230,24.84,41.79
4231,14.15,30.90
4232,10.63,22.95
4233,13.12,113.56
4234,11.88,18.76
4235,22.07,39.20
4236,34.40,94.78
4237,30.51,70.90
4238,15.98,35.11
4239,30.74,65.60
4240,32.54,106.65
4241,14.97,32.68
4242,1.88,-15.62
4243,18.08,11.92
4244,9.08,25.62
4245,24.36,50.93
4246,23.48,46.07
4247,18.72,32.38
4248,28.37,38.03
4249,25.37,29.40
4250,32.14,73.86
4251,21.53,39.90
4252,16.28,32.27
4253,34.49,81.46
4254,35.62,107.81
4255,28.69,67.11
4256,28.95,71.09
4257,17.73,41.35
4258,27.96,64.93
4259,26.10,52.42
4260,26.16,62.76
4261,33.79,97.89
4262,20.19,16.33
4263,11.99,15.50
4264,10.94,0.78
4265,31.92,80.30
4266,14.44,31.86
4267,21.23,35.95
4268,15.61,41.32
4269,18.71,25.62
4270,29.20,50.49
4271,19.81,47.00
4272,16.21,28.76
4273,14.16,41.32
4274,13.35,34.66
4275,33.95,92.89
4276,20.83,38.88
4277,29.06,46.03
4278,14.00,33.33
4279,12.39,31.45
4280,28.30,74.95
4281,10.06,24.30
4282,31.63,85.47
4283,11.74,7.90
4284,25.43,38.84
4285,14.19,35.10
4286,14.47,48.43
4287,11.43,12.06
4288,31.40,67.29
4289,14.65,20.67
4290,18.54,55.93
4291,14.80,27.15
4292,24.55,47.34
4293,14.56,60.48
4294,24.09,39.49
4295,20.69,19.33
4296,15.76,27.48
4297,30.98,67.62
4298,26.78,54.50
4299,29.76,87.44
4300,15.70,27.84
4301,13.42,8.39
4302,26.28,39.14
4303,20.81,32.77
4304,22.63,57.72
4305,14.25,41.10
4306,20.52,41.41
4307,17.65,37.28
4308,20.05,32.62
4309,18.17,29.17
4310,20.56,59.43
4311,21.52,41.02
4312,23.38,56.87
4313,26.43,43.76
4314,20.78,53.60
4315,31.11,66.74
4316,14.87,20.45
4317,29.66,55.36
4318,36.09,73.10
4319,21.30,58.16
4320,27.12,70.67
